"","comb_sp.family","comb_sp.genus","comb_sp.species","epithet","coll_dates","year","month","WTL_sp.LatDecL","WTL_sp.LongDecL","WTL_sp.county"
"306738","Euphorbiaceae","Acalypha","gracilens","Acalypha gracilens",2008-11-26,"2008","11","null","null","Hernando Co."
"205417","Euphorbiaceae","Acalypha","gracilens","Acalypha gracilens",1962-10-21,"1962","10","28.6333","-82.25","Sumter Co."
"48090","Sapindaceae","Acer","negundo","Acer negundo",1963-06-03,"1963","06","28.6833","-82.2667","Citrus Co."
"120369","Sapindaceae","Acer","rubrum","Acer rubrum",1962-06-19,"1962","06","28.465832","-82.172029","Pasco Co."
"55378","Sapindaceae","Acer","rubrum","Acer rubrum",1962-06-19,"1962","06","28.688879","-82.272868","Citrus Co."
"55470","Asteraceae","Acmella","repens","Acmella repens",1981-09-29,"1981","09","28.688879","-82.272868","Citrus Co."
"104196","Orobanchaceae","Agalinis","fasciculata","Agalinis fasciculata",1980-09-09,"1980","09","28.587772","-82.227588","Hernando Co."
"161055","Asteraceae","Ageratina","jucunda","Ageratina jucunda",1981-11-12,"1981","11","28.55","-82.05","Sumter Co."
"108169","Asteraceae","Ageratina","jucunda","Ageratina jucunda",1976-11-08,"1976","11","28.5","-82.1","Hernando Co."
"302370","Asteraceae","Ageratina","jucunda","Ageratina jucunda",1962-10-21,"1962","10","28.5687","-81.9998","Sumter Co."
"48037","Poaceae","Agrostis","perennans","Agrostis perennans",1955-10-01,"1955","10","null","null","Citrus Co."
"108376","Amaranthaceae","Alternanthera","philoxeroides","Alternanthera philoxeroides",2008-04-03,"2008","04","28.35","-81.8167","Hernando Co."
"264332","Asteraceae","Ambrosia","artemisiifolia","Ambrosia artemisiifolia",1959-09-16,"1959","09","28.835818","-82.330372","Citrus Co."
"150745","Fabaceae","Amorpha","fruticosa","Amorpha fruticosa",1959-05-04,"1959","05","28.35","-81.8167","Sumter Co."
"221090","Fabaceae","Amorpha","fruticosa","Amorpha fruticosa",1962-04-11,"1962","04","28.8667","-82.45","Citrus Co."
"206520","Poaceae","Amphicarpum","muehlenbergianum","Amphicarpum muehlenbergianum",2008-09-26,"2008","09","28.35","-81.8167","Hernando Co."
"162068","Apocynaceae","Amsonia","ciliata","Amsonia ciliata",2000-05-22,"2000","05","28.35","-82.0333","Sumter Co."
"48020","Papaveraceae","Argemone","albiflora","Argemone albiflora",1958-04-29,"1958","04","28.688879","-82.272868","Citrus Co."
"192369","Araceae","Arisaema","dracontium","Arisaema dracontium",1985-04-02,"1985","04","null","null","Citrus Co."
"241847","Araceae","Arisaema","triphyllum","Arisaema triphyllum",2009-02-19,"2009","02","28.5833","-82.2167","Sumter Co."
"216388","Poaceae","Aristida","patula","Aristida patula",2008-09-26,"2008","09","28.45833333","-82.03611111","Sumter Co."
"105126","Asteraceae","Arnoglossum","floridanum","Arnoglossum floridanum",1992-07-07,"1992","07","28.8667","-82.45","Citrus Co."
"227194","Apocynaceae","Asclepias","feayi","Asclepias feayi",1995-07-08,"1995","07","28.865264","-82.038974","Sumter Co."
"104633","Apocynaceae","Asclepias","longifolia","Asclepias longifolia",1980-04-24,"1980","04","30.2333","-84.6667","Citrus Co."
"104728","Apocynaceae","Asclepias","tomentosa","Asclepias tomentosa",2002-05-22,"2002","05","28.587772","-82.227588","Hernando Co."
"190416","Apocynaceae","Asclepias","tomentosa","Asclepias tomentosa",1975-06-14,"1975","06","28.555272","-82.387871","Hernando Co."
"304366","Apocynaceae","Asclepias","tuberosa","Asclepias tuberosa",1992-07-07,"1992","07","28.7999","-82.4269","Citrus Co."
"57408","Polygalaceae","Asemeia","violacea","Asemeia violacea",2008-04-15,"2008","04","28.35","-81.8167","Citrus Co."
"55289","Polygalaceae","Asemeia","violacea","Asemeia violacea",1992-07-07,"1992","07","28.851649","-82.487598","Citrus Co."
"192495","Polygalaceae","Asemeia","violacea","Asemeia violacea",1980-04-23,"1980","04","28.8667","-82.45","Citrus Co."
"190494","Annonaceae","Asimina","obovata","Asimina obovata",2000-05-23,"2000","05","28.587772","-82.227588","Hernando Co."
"306743","Annonaceae","Asimina","parviflora","Asimina parviflora",1985-04-02,"1985","04","null","null","Citrus Co."
"205371","Annonaceae","Asimina","reticulata","Asimina reticulata",2008-04-15,"2008","04","28.645547","-82.263978","Hernando Co."
"48089","Aspleniaceae","Asplenium","abscissum","Asplenium abscissum",1963-09-21,"1963","09","28.6833","-82.2667","Citrus Co."
"55421","Aspleniaceae","Asplenium","abscissum","Asplenium abscissum",1962-10-21,"1962","10","28.6833","-82.2667","Citrus Co."
"6500","Aspleniaceae","Asplenium","heterochroum","Asplenium heterochroum",1962-10-21,"1962","10","28.35","-81.8167","Sumter Co."
"104672","Aspleniaceae","Asplenium","platyneuron","Asplenium platyneuron",1963-09-21,"1963","09","28.35","-81.8167","Citrus Co."
"185057","Aspleniaceae","Asplenium","platyneuron","Asplenium platyneuron",1985-04-02,"1985","04","28.6833","-82.1833","Sumter Co."
"301059","Aspleniaceae","Asplenium","verecundum","Asplenium verecundum",1963-09-21,"1963","09","28.465832","-82.172029","Pasco Co."
"301063","Aspleniaceae","Asplenium","verecundum","Asplenium verecundum",1962-10-21,"1962","10","28.465832","-82.172029","Pasco Co."
"228596","Aspleniaceae","Asplenium","x plenum","Asplenium x plenum",1963-09-21,"1963","09","28.45833333","-82.03611111","Sumter Co."
"223437","Poaceae","Axonopus","fissifolius","Axonopus fissifolius",2008-04-03,"2008","04","28.587772","-82.227588","Hernando Co."
"231260","Poaceae","Axonopus","furcatus","Axonopus furcatus",1959-09-16,"1959","09","28.35","-81.8167","Hernando Co."
"234764","Poaceae","Axonopus","furcatus","Axonopus furcatus",1981-11-12,"1981","11","28.35","-81.8167","Hernando Co."
"299451","Poaceae","Axonopus","furcatus","Axonopus furcatus",2002-12-28,"2002","12","28.587772","-82.227588","Hernando Co."
"228019","Azollaceae","Azolla","filiculoides","Azolla filiculoides",1958-03-25,"1958","03","28.80472222","-82.4025","Citrus Co."
"227195","Azollaceae","Azolla","filiculoides","Azolla filiculoides",1987-02-09,"1987","02","28.865264","-82.038974","Sumter Co."
"105111","Asteraceae","Baccharis","glomeruliflora","Baccharis glomeruliflora",2008-11-26,"2008","11","28.8667","-82.45","Citrus Co."
"229587","Asteraceae","Baccharis","halimifolia","Baccharis halimifolia",2008-11-26,"2008","11","28.80472222","-82.4025","Citrus Co."
"214274","Ericaceae","Bejaria","racemosa","Bejaria racemosa",1962-06-19,"1962","06","28.259176","-82.089248","Pasco Co."
"105118","Ericaceae","Bejaria","racemosa","Bejaria racemosa",1962-06-19,"1962","06","28.8667","-82.45","Citrus Co."
"104681","Rhamnaceae","Berchemia","scandens","Berchemia scandens",1963-05-25,"1963","05","28.35","-81.8167","Citrus Co."
"105106","Rhamnaceae","Berchemia","scandens","Berchemia scandens",1962-06-19,"1962","06","28.35","-81.8167","Hernando Co."
"104832","Rhamnaceae","Berchemia","scandens","Berchemia scandens",1962-06-19,"1962","06","28.35","-81.8167","Sumter Co."
"227196","Rhamnaceae","Berchemia","scandens","Berchemia scandens",2008-09-03,"2008","09","28.865264","-82.038974","Sumter Co."
"122566","Rhamnaceae","Berchemia","scandens","Berchemia scandens",1958-07-16,"1958","07","28.465832","-82.172029","Pasco Co."
"105121","Asteraceae","Bidens","bipinnata","Bidens bipinnata",1963-09-21,"1963","09","28.8667","-82.45","Citrus Co."
"229230","Asteraceae","Bidens","laevis","Bidens laevis",1995-11-05,"1995","11","28.80472222","-82.4025","Citrus Co."
"238581","Asteraceae","Bidens","mitis","Bidens mitis",1961-04-07,"1961","04","28.5833","-82.2167","Sumter Co."
"229012","Asteraceae","Bidens","mitis","Bidens mitis",1981-09-09,"1981","09","28.80472222","-82.4025","Citrus Co."
"104834","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica",1981-09-29,"1981","09","28.35","-81.8167","Sumter Co."
"240237","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica",1958-07-13,"1958","07","28.80472222","-82.4025","Citrus Co."
"238849","Asteraceae","Boltonia","diffusa","Boltonia diffusa",1981-09-29,"1981","09","28.45833333","-82.03611111","Sumter Co."
"151467","Asteraceae","Boltonia","diffusa","Boltonia diffusa",2008-09-26,"2008","09","28.35","-81.8167","Sumter Co."
"227190","Rubiaceae","Borreria","remota","Borreria remota",2004-01-03,"2004","01","28.865264","-82.038974","Sumter Co."
"185079","Ophioglossaceae","Botrychium","biternatum","Botrychium biternatum",1985-04-02,"1985","04","28.6833","-82.1833","Sumter Co."
"104636","Orobanchaceae","Buchnera","americana","Buchnera americana",1961-04-07,"1961","04","28.35","-81.8167","Citrus Co."
"55976","Orobanchaceae","Buchnera","americana","Buchnera americana",2008-11-26,"2008","11","28.35","-81.8167","Sumter Co."
"48043","Orobanchaceae","Buchnera","americana","Buchnera americana",2008-04-03,"2008","04","28.688879","-82.272868","Citrus Co."
"202273","Orobanchaceae","Buchnera","americana","Buchnera americana",2001-05-10,"2001","05","28.555272","-82.387871","Hernando Co."
"48042","Orobanchaceae","Buchnera","americana","Buchnera americana",1983-06-13,"1983","06","28.688879","-82.272868","Citrus Co."
"57486","Cyperaceae","Bulbostylis","warei","Bulbostylis warei",NA,NA,NA,"28.35","-81.8167","Citrus Co."
"55975","Cyperaceae","Bulbostylis","warei","Bulbostylis warei",2000-08-28,"2000","08","28.35","-81.8167","Sumter Co."
"185061","Lamiaceae","Callicarpa","americana","Callicarpa americana",2008-06-13,"2008","06","28.6833","-82.1833","Sumter Co."
"120616","Lamiaceae","Callicarpa","americana","Callicarpa americana",1963-05-25,"1963","05","null","null","Citrus Co."
"191628","Lamiaceae","Callicarpa","americana","Callicarpa americana",1963-06-03,"1963","06","null","null","Citrus Co."
"56014","Commelinaceae","Callisia","cordifolia","Callisia cordifolia",1962-10-21,"1962","10","null","null","Sumter Co."
"55754","Commelinaceae","Callisia","graminea","Callisia graminea",2000-05-22,"2000","05","null","null","Citrus Co."
"48046","Callitrichaceae","Callitriche","peploides","Callitriche peploides",2008-04-15,"2008","04","null","null","Citrus Co."
"55473","Orchidaceae","Calopogon","barbatus","Calopogon barbatus",1980-03-27,"1980","03","null","null","Citrus Co."
"191611","Campanulaceae","Campanula","floridana","Campanula floridana",1961-04-06,"1961","04","28.8667","-82.45","Citrus Co."
"48041","Campanulaceae","Campanula","floridana","Campanula floridana",1959-04-27,"1959","04","28.688879","-82.272868","Citrus Co."
"56013","Lauraceae","Camphora","officinarum","Camphora officinarum",2009-02-25,"2009","02","28.35","-81.8167","Sumter Co."
"207063","Cannabaceae","Canna","flaccida","Canna flaccida",1963-05-25,"1963","05","28.35","-81.8167","Hernando Co."
"211048","Cannaceae","Canna","flaccida","Canna flaccida",1983-06-18,"1983","06","28.8667","-82.45","Citrus Co."
"238747","Lamiaceae","Cantinoa","mutabilis","Cantinoa mutabilis",1963-06-03,"1963","06","28.85","-82.2","Sumter Co."
"162066","Solanaceae","Capsicum","annuum","Capsicum annuum",1962-10-21,"1962","10","28.35","-82.0333","Sumter Co."
"238783","Brassicaceae","Cardamine","pensylvanica","Cardamine pensylvanica",2008-04-15,"2008","04","28.835818","-82.330372","Citrus Co."
"143387","Cyperaceae","Carex","alata","Carex alata",1961-05-01,"1961","05","28.465832","-82.172029","Pasco Co."
"317","Cyperaceae","Carex","alata","Carex alata",2023-04-24,"2023","04","28.35","-81.8167","Sumter Co."
"228447","Cyperaceae","Carex","chapmannii","Carex chapmannii",1995-04-14,"1995","04","28.35","-81.8167","Sumter Co."
"57489","Cyperaceae","Carex","digitalis","Carex digitalis",1991-03-21,"1991","03","30.2333","-84.6667","Citrus Co."
"108167","Cyperaceae","Carex","gholsonii","Carex gholsonii",2009-02-19,"2009","02","28.5","-82.1","Hernando Co."
"108164","Cyperaceae","Carex","gigantea","Carex gigantea",1961-04-05,"1961","04","28.5","-82.1","Hernando Co."
"161600","Cyperaceae","Carex","gigantea","Carex gigantea",1961-05-01,"1961","05","28.554997","-82.054526","Sumter Co."
"120844","Cyperaceae","Carex","gigantea","Carex gigantea",1963-05-25,"1963","05","28.465832","-82.172029","Pasco Co."
"105098","Cyperaceae","Carex","lupuliformis","Carex lupuliformis",1961-04-05,"1961","04","28.5","-82.1","Hernando Co."
"206073","Cyperaceae","Carex","lupuliformis","Carex lupuliformis",1971-03-28,"1971","03","28.35","-81.8167","Sumter Co."
"208164","Cyperaceae","Carex","nigromarginata","Carex nigromarginata",2009-02-19,"2009","02","28.35","-81.8167","Hernando Co."
"105115","Cyperaceae","Carex","paeninsulae","Carex paeninsulae",2023-04-08,"2023","04","28.8667","-82.45","Citrus Co."
"227241","Cyperaceae","Carex","tribuloides","Carex tribuloides",2023-04-18,"2023","04","28.5333","-82.45","Hernando Co."
"120848","Cyperaceae","Carex","verrucosa","Carex verrucosa",2008-04-03,"2008","04","28.465832","-82.172029","Pasco Co."
"120825","Cyperaceae","Carex","vexans","Carex vexans",1961-05-01,"1961","05","28.35","-81.8167","Sumter Co."
"120356","Betulaceae","Carpinus","caroliniana","Carpinus caroliniana",1959-04-22,"1959","04","28.465832","-82.172029","Pasco Co."
"7583","Betulaceae","Carpinus","caroliniana","Carpinus caroliniana",1981-09-29,"1981","09","28.6833","-82.2667","Citrus Co."
"238580","Betulaceae","Carpinus","caroliniana","Carpinus caroliniana",2008-09-26,"2008","09","28.5833","-82.2167","Sumter Co."
"104630","Oleaceae","Cartrema","americanum","Cartrema americanum",1991-03-21,"1991","03","30.2333","-84.6667","Citrus Co."
"104733","Oleaceae","Cartrema","americanum","Cartrema americanum",1983-10-11,"1983","10","28.35","-81.8167","Hernando Co."
"104747","Oleaceae","Cartrema","floridanum","Cartrema floridanum",1959-04-22,"1959","04","28.587772","-82.227588","Hernando Co."
"55970","Juglandaceae","Carya","floridana","Carya floridana",1962-06-19,"1962","06","28.35","-81.8167","Sumter Co."
"55406","Juglandaceae","Carya","glabra","Carya glabra",1959-04-22,"1959","04","28.688879","-82.272868","Citrus Co."
"216744","Fagaceae","Castanea","pumila","Castanea pumila",1992-07-07,"1992","07","28.35","-81.8167","Hernando Co."
"27784","Cannabaceae","Celtis","laevigata","Celtis laevigata",1959-04-22,"1959","04","28.35","-81.8167","Sumter Co."
"161589","Cannabaceae","Celtis","laevigata","Celtis laevigata",2008-04-15,"2008","04","28.55","-82.05","Sumter Co."
"122569","Cannabaceae","Celtis","laevigata","Celtis laevigata",1963-06-03,"1963","06","28.35","-81.8167","Sumter Co."
"161054","Poaceae","Cenchrus","spinifex","Cenchrus spinifex",1983-10-10,"1983","10","28.55","-82.05","Sumter Co."
"55408","Araliaceae","Centella","asiatica","Centella asiatica",1981-09-09,"1981","09","28.6833","-82.2667","Citrus Co."
"120749","Araliaceae","Centella","asiatica","Centella asiatica",1981-09-29,"1981","09","28.465832","-82.172029","Pasco Co."
"8406","Fabaceae","Centrosema","arenicola","Centrosema arenicola",2000-08-28,"2000","08","28.35","-81.8167","Sumter Co."
"161072","Rubiaceae","Cephalanthus","occidentalis","Cephalanthus occidentalis",1959-09-16,"1959","09","28.55","-82.05","Sumter Co."
"238555","Pteridaceae","Ceratopteris","pteridoides","Ceratopteris pteridoides",1984-11-15,"1984","11","28.5833","-82.2167","Sumter Co."
"199013","Fabaceae","Cercis","canadensis","Cercis canadensis",2008-09-26,"2008","09","28.35","-81.8167","Hernando Co."
"185060","Fabaceae","Chamaecrista","fasciculata","Chamaecrista fasciculata",1963-05-25,"1963","05","28.6833","-82.1833","Sumter Co."
"55968","Fabaceae","Chamaecrista","fasciculata","Chamaecrista fasciculata",2008-09-26,"2008","09","28.35","-81.8167","Sumter Co."
"27783","Fabaceae","Chamaecrista","fasciculata","Chamaecrista fasciculata",2000-08-28,"2000","08","28.35","-81.8167","Sumter Co."
"172032","Asteraceae","Chaptalia","tomentosa","Chaptalia tomentosa",2009-02-25,"2009","02","28.35","-81.8167","Citrus Co."
"104827","Poaceae","Chasmanthium","nitidum","Chasmanthium nitidum",2008-04-15,"2008","04","28.35","-81.8167","Sumter Co."
"223869","Poaceae","Chasmanthium","sessiliflorum","Chasmanthium sessiliflorum",1963-06-03,"1963","06","28.80472222","-82.4025","Citrus Co."
"227234","Ericaceae","Chimaphila","maculata","Chimaphila maculata",1962-06-19,"1962","06","28.5333","-82.45","Hernando Co."
"227164","Rubiaceae","Chiococca","alba","Chiococca alba",1959-09-16,"1959","09","28.55","-82.05","Sumter Co."
"192415","Oleaceae","Chionanthus","virginicus","Chionanthus virginicus",1985-04-02,"1985","04","28.8667","-82.45","Citrus Co."
"227088","Asteraceae","Chrysopsis","mariana","Chrysopsis mariana",2008-11-26,"2008","11","28.865264","-82.038974","Sumter Co."
"227250","Ranunculaceae","Clematis","reticulata","Clematis reticulata",1963-06-03,"1963","06","28.5333","-82.45","Hernando Co."
"55401","Euphorbiaceae","Cnidoscolus","stimulosus","Cnidoscolus stimulosus",2008-06-13,"2008","06","28.688879","-82.272868","Citrus Co."
"120748","Poaceae","Coleataenia","anceps","Coleataenia anceps",1981-09-29,"1981","09","28.465832","-82.172029","Pasco Co."
"203233","Poaceae","Coleataenia","anceps","Coleataenia anceps",2008-09-03,"2008","09","28.35","-81.8167","Hernando Co."
"47181","Poaceae","Coleataenia","anceps","Coleataenia anceps",2002-12-28,"2002","12","28.6833","-82.2667","Citrus Co."
"227231","Poaceae","Coleataenia","anceps","Coleataenia anceps",1962-10-21,"1962","10","28.865264","-82.038974","Sumter Co."
"27383","Poaceae","Coleataenia","rigidula","Coleataenia rigidula",2008-09-26,"2008","09","28.35","-81.8167","Sumter Co."
"104815","Commelinaceae","Commelina","diffusa","Commelina diffusa",1981-11-12,"1981","11","28.35","-81.8167","Hernando Co."
"104757","Commelinaceae","Commelina","diffusa","Commelina diffusa",1981-09-09,"1981","09","28.35","-81.8167","Hernando Co."
"279503","Commelinaceae","Commelina","diffusa","Commelina diffusa",2008-04-15,"2008","04","null","null","Hernando Co."
"120893","Asteraceae","Conoclinium","coelestinum","Conoclinium coelestinum",1963-06-03,"1963","06","28.465832","-82.172029","Pasco Co."
"300162","Orobanchaceae","Conopholis","americana","Conopholis americana",1985-04-02,"1985","04","28.465832","-82.172029","Pasco Co."
"172093","Asteraceae","Conyza","canadensis","Conyza canadensis",2008-09-26,"2008","09","28.35","-81.8167","Citrus Co."
"55400","Asteraceae","Coreopsis","gladiata","Coreopsis gladiata",1962-06-19,"1962","06","28.6833","-82.2667","Citrus Co."
"120846","Asteraceae","Coreopsis","leavenworthii","Coreopsis leavenworthii",2008-09-26,"2008","09","28.35","-81.8167","Sumter Co."
"108163","Asteraceae","Coreopsis","leavenworthii","Coreopsis leavenworthii",2000-05-26,"2000","05","28.35","-81.8167","Hernando Co."
"149645","Cornaceae","Cornus","foemina","Cornus foemina",1961-04-05,"1961","04","28.35","-81.8167","Sumter Co."
"48015","Cornaceae","Cornus","foemina","Cornus foemina",2008-04-15,"2008","04","28.6833","-82.2667","Citrus Co."
"203724","Rosaceae","Crataegus","michauxii","Crataegus michauxii",2000-05-22,"2000","05","28.5833","-82.2167","Sumter Co."
"104198","Asteraceae","Croptilon","divaricatum","Croptilon divaricatum",2008-09-19,"2008","09","28.587772","-82.227588","Hernando Co."
"44716","Asteraceae","Croptilon","divaricatum","Croptilon divaricatum",1991-10-19,"1991","10","28.35","-81.8167","Sumter Co."
"305374","Fabaceae","Crotalaria","rotundifolia","Crotalaria rotundifolia",1962-06-19,"1962","06","null","null","Hernando Co."
"255330","Fabaceae","Crotalaria","rotundifolia","Crotalaria rotundifolia",1963-05-25,"1963","05","28.45833333","-82.03611111","Sumter Co."
"202268","Fabaceae","Crotalaria","rotundifolia","Crotalaria rotundifolia",1961-04-06,"1961","04","28.555272","-82.387871","Hernando Co."
"202274","Fabaceae","Crotalaria","rotundifolia","Crotalaria rotundifolia",1983-05-18,"1983","05","28.555272","-82.387871","Hernando Co."
"213667","Fabaceae","Crotalaria","rotundifolia","Crotalaria rotundifolia",1963-05-06,"1963","05","null","null","Sumter Co."
"204183","Euphorbiaceae","Croton","argyranthemus","Croton argyranthemus",2000-08-28,"2000","08","28.6333","-82.25","Sumter Co."
"306518","Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis",2008-04-15,"2008","04","null","null","Hernando Co."
"228945","Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis",2008-09-03,"2008","09","28.45833333","-82.03611111","Sumter Co."
"203726","Apiaceae","Cyclospermum","leptophyllum","Cyclospermum leptophyllum",2008-04-15,"2008","04","28.5833","-82.2167","Sumter Co."
"27767","Apiaceae","Cyclospermum","leptophyllum","Cyclospermum leptophyllum",1963-05-06,"1963","05","28.35","-81.8167","Sumter Co."
"44340","Poaceae","Cynodon","dactylon","Cynodon dactylon",1961-04-07,"1961","04","28.35","-81.8167","Sumter Co."
"298308","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius",2008-04-03,"2008","04","28.465832","-82.172029","Pasco Co."
"120852","Cyperaceae","Cyperus","croceus","Cyperus croceus",1962-08-07,"1962","08","28.465832","-82.172029","Pasco Co."
"27751","Cyperaceae","Cyperus","croceus","Cyperus croceus",1981-09-29,"1981","09","28.35","-81.8167","Sumter Co."
"147131","Cyperaceae","Cyperus","filiculmis","Cyperus filiculmis",1992-07-07,"1992","07","28.35","-81.8167","Hernando Co."
"238948","Cyperaceae","Cyperus","metzii","Cyperus metzii",2008-09-26,"2008","09","28.45833333","-82.03611111","Sumter Co."
"223781","Cyperaceae","Cyperus","odoratus","Cyperus odoratus",1992-05-29,"1992","05","28.45833333","-82.03611111","Sumter Co."
"216565","Cyperaceae","Cyperus","ovatus","Cyperus ovatus",1962-06-19,"1962","06","28.55","-82.05","Sumter Co."
"305368","Cyperaceae","Cyperus","ovatus","Cyperus ovatus",1968-09-07,"1968","09","null","null","Pasco Co."
"204690","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus",2008-09-26,"2008","09","28.6333","-82.25","Sumter Co."
"305381","Cyperaceae","Cyperus","tetragonus","Cyperus tetragonus",1959-09-16,"1959","09","null","null","Pasco Co."
"306887","Fabaceae","Dalea","carnea","Dalea carnea",2008-09-03,"2008","09","null","null","Hernando Co."
"233020","Fabaceae","Desmodium","ciliare","Desmodium ciliare",2008-09-26,"2008","09","28.45833333","-82.03361111","Sumter Co."
"228005","Fabaceae","Desmodium","incanum","Desmodium incanum",1962-06-29,"1962","06","28.45805556","-82.05111111","Pasco Co."
"44726","Fabaceae","Desmodium","incanum","Desmodium incanum",1981-09-29,"1981","09","28.35","-81.8167","Sumter Co."
"108173","Fabaceae","Desmodium","paniculatum","Desmodium paniculatum",1963-09-21,"1963","09","28.5","-82.1","Hernando Co."
"108172","Lamiaceae","Dicerandra","densiflora","Dicerandra densiflora",1991-10-19,"1991","10","28.5","-82.1","Hernando Co."
"27818","Lamiaceae","Dicerandra","linearifolia","Dicerandra linearifolia",1991-10-19,"1991","10","28.35","-81.8167","Sumter Co."
"9459","Poaceae","Dichanthelium","acuminatum","Dichanthelium acuminatum",2008-06-13,"2008","06","28.35","-81.8167","Citrus Co."
"161049","Poaceae","Dichanthelium","commutatum","Dichanthelium commutatum",2008-06-13,"2008","06","28.55","-82.05","Sumter Co."
"255380","Poaceae","Dichanthelium","commutatum","Dichanthelium commutatum",1961-05-01,"1961","05","28.35","-81.8167","Citrus Co."
"241872","Poaceae","Dichanthelium","commutatum","Dichanthelium commutatum",2008-09-26,"2008","09","28.5833","-82.2167","Sumter Co."
"9617","Poaceae","Dichanthelium","commutatum","Dichanthelium commutatum",1963-06-03,"1963","06","28.35","-81.8167","Citrus Co."
"104746","Poaceae","Dichanthelium","commutatum","Dichanthelium commutatum",1980-02-28,"1980","02","28.587772","-82.227588","Hernando Co."
"208171","Poaceae","Dichanthelium","dichotomum","Dichanthelium dichotomum",2008-04-15,"2008","04","28.8667","-82.45","Citrus Co."
"214612","Poaceae","Dichanthelium","dichotomum","Dichanthelium dichotomum",2008-09-26,"2008","09","28.5833","-82.2167","Sumter Co."
"186239","Poaceae","Dichanthelium","ensifolium","Dichanthelium ensifolium",2002-12-28,"2002","12","28.35","-81.8167","Hernando Co."
"197808","Poaceae","Dichanthelium","ensifolium","Dichanthelium ensifolium",1961-04-06,"1961","04","28.35","-81.8167","Hernando Co."
"9612","Poaceae","Dichanthelium","ensifolium","Dichanthelium ensifolium",1961-04-06,"1961","04","28.35","-81.8167","Citrus Co."
"55394","Poaceae","Dichanthelium","ensifolium","Dichanthelium ensifolium",2008-04-03,"2008","04","28.688879","-82.272868","Citrus Co."
"126681","Poaceae","Dichanthelium","laxiflorum","Dichanthelium laxiflorum",1961-04-05,"1961","04","28.35","-81.8167","Hernando Co."
"227282","Poaceae","Dichanthelium","laxiflorum","Dichanthelium laxiflorum",1961-04-05,"1961","04","28.865264","-82.038974","Sumter Co."
"178410","Poaceae","Dichanthelium","laxiflorum","Dichanthelium laxiflorum",1961-05-01,"1961","05","28.465832","-82.172029","Pasco Co."
"161615","Poaceae","Dichanthelium","laxiflorum","Dichanthelium laxiflorum",1981-09-29,"1981","09","28.554997","-82.054526","Sumter Co."
"161043","Poaceae","Dichanthelium","laxiflorum","Dichanthelium laxiflorum",2008-04-15,"2008","04","28.55","-82.05","Sumter Co."
"105076","Poaceae","Dichanthelium","leucothrix","Dichanthelium leucothrix",2008-04-03,"2008","04","28.5","-82.1","Hernando Co."
"300236","Poaceae","Dichanthelium","leucothrix","Dichanthelium leucothrix",2008-09-26,"2008","09","28.59194444","-82.30666667","Hernando Co."
"227311","Poaceae","Dichanthelium","portoricense","Dichanthelium portoricense",1958-03-25,"1958","03","null","null","Sumter Co."
"120355","Poaceae","Dichanthelium","portoricense","Dichanthelium portoricense",1961-04-05,"1961","04","null","null","Pasco Co."
"105116","Poaceae","Dichanthelium","portoricense","Dichanthelium portoricense",2002-12-28,"2002","12","28.8667","-82.45","Citrus Co."
"120511","Convolvulaceae","Dichondra","carolinensis","Dichondra carolinensis",2009-02-19,"2009","02","28.35","-81.8167","Sumter Co."
"120827","Acanthaceae","Dicliptera","brachiata","Dicliptera brachiata",1963-09-21,"1963","09","28.465832","-82.172029","Pasco Co."
"105105","Acanthaceae","Dicliptera","brachiata","Dicliptera brachiata",1962-10-21,"1962","10","28.5","-82.1","Hernando Co."
"10301","Poaceae","Digitaria","filiformis","Digitaria filiformis",2008-11-26,"2008","11","28.659991","-82.27759","Hernando Co."
"228438","Rubiaceae","Diodia","virginiana","Diodia virginiana",1981-09-09,"1981","09","28.35","-81.8167","Sumter Co."
"198678","Rubiaceae","Diodia","virginiana","Diodia virginiana",1981-09-29,"1981","09","28.465832","-82.172029","Pasco Co."
"306125","Ebenaceae","Diospyros","virginiana","Diospyros virginiana",2008-06-13,"2008","06","null","null","Hernando Co."
"227278","Droseraceae","Drosera","capillaris","Drosera capillaris",2008-04-03,"2008","04","28.865264","-82.038974","Sumter Co."
"122553","Caryophyllaceae","Drymaria","cordata","Drymaria cordata",2008-04-15,"2008","04","28.465832","-82.172029","Pasco Co."
"207064","Cyperaceae","Dulichium","arundinaceum","Dulichium arundinaceum",1962-06-19,"1962","06","28.35","-81.8167","Hernando Co."
"208233","Alismataceae","Echinodorus","cordifolius","Echinodorus cordifolius",1980-08-21,"1980","08","28.5833","-82.2167","Sumter Co."
"55391","Asteraceae","Eclipta","prostrata","Eclipta prostrata",1959-09-16,"1959","09","28.6833","-82.2667","Citrus Co."
"185065","Cyperaceae","Eleocharis","baldwinii","Eleocharis baldwinii",2008-09-26,"2008","09","28.6833","-82.1833","Sumter Co."
"104742","Cyperaceae","Eleocharis","vivipara","Eleocharis vivipara",2000-05-26,"2000","05","28.587772","-82.227588","Hernando Co."
